Survey ResponseID,Q-demos-age,Q-demos-hispanic,Q-demos-race,Q-demos-education,Q-demos-income,Q-demos-gender,Q-sexual-orientation,Q-demos-state,Q-amazon-use-howmany,Q-amazon-use-hh-size,Q-amazon-use-how-oft,Q-substance-use-cigarettes,Q-substance-use-marijuana,Q-substance-use-alcohol,Q-personal-diabetes,Q-personal-wheelchair,Q-life-changes,Q-sell-YOUR-data,Q-sell-consumer-data,Q-small-biz-use,Q-census-use,Q-research-society
R_22JlNGLs8i6SnZl,35 - 44 years,No,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Female,heterosexual (straight),Virginia,1 (just me!),2,5 - 10 times per month,No,No,No,Yes,No,Moved place of residence,No,No,No,No,No
R_3EgIvf4lJXZKbGr,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),North Carolina,1 (just me!),1 (just me!),Less than 5 times per month,Yes,No,No,No,No,,Yes if I get part of the profit,No,I don't know,I don't know,I don't know
R_1jNXwv23Py7NoXB,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),California,1 (just me!),2,5 - 10 times per month,No,No,No,No,No,Lost a job ,Yes if I get part of the profit,No,Yes,Yes,Yes
R_cIwNJ279rBlYgG5,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,Michigan,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,Yes
R_T7M3PV3PTCNrGxz,35 - 44 years,No,White or Caucasian,Some high school or less,"Less than $25,000",Female,heterosexual (straight),Kentucky,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_yJz6aXbKddNbgZz,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Female,heterosexual (straight),Pennsylvania,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,No,No,No,No,No
R_1pWrOYNDM30QOdV,45 - 54 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),North Carolina,2,4+,Less than 5 times per month,Yes,Yes,Yes,Yes,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,Yes,Yes
R_89aTM1JXN8SWr3b,45 - 54 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Florida,2,2,5 - 10 times per month,Yes,Yes,No,No,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,Yes
R_12bxXZmV1h6iVAL,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Florida,1 (just me!),1 (just me!),Less than 5 times per month,Yes,No,Yes,No,No,Lost a job ,No,No,Yes,No,Yes
R_tXHOaasrDjYwLO9,25 - 34 years,Yes,Other,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Male,heterosexual (straight),Pennsylvania,2,4+,5 - 10 times per month,No,No,No,No,No,Had a child,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,I don't know
R_0InTWTWokrqzy3n,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),Texas,2,4+,Less than 5 times per month,Yes,No,No,No,No,,No,No,No,No,Yes
R_2bOxePQdRLlrSF5,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),Michigan,2,2,Less than 5 times per month,Yes,No,Yes,No,Yes,,No,No,Yes,I don't know,I don't know
R_pzuVnS8IxMq6uhX,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Colorado,1 (just me!),3,Less than 5 times per month,No,Yes,Yes,No,No,,Yes,Yes,I don't know,Yes,Yes
R_zdQYFhfeqyBd2dH,25 - 34 years,No,"White or Caucasian,American Indian/Native American or Alaska Native",High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,Kansas,1 (just me!),4+,Less than 5 times per month,No,Yes,No,No,No,Became pregnant,No,Yes if consumers get part of the profit,I don't know,I don't know,Yes
R_32LB3ZSknwfpFp4,65 and older,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)",Prefer not to say,Male,heterosexual (straight),Pennsylvania,1 (just me!),2,Less than 5 times per month,No,No,Yes,Yes,No,,No,No,No,No,Yes
R_oXXMCzlv3CXrCiR,45 - 54 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Kentucky,1 (just me!),2,Less than 5 times per month,No,No,Yes,Yes,No,,No,No,I don't know,No,No
R_w1ydOqmOrL7x8Wd,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Florida,2,2,5 - 10 times per month,No,Yes,Yes,No,No,Moved place of residence,No,No,I don't know,No,Yes
R_2vkMWH10xWp7o9s,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Michigan,2,4+,More than 10 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes
R_2DUObZm4n9gj106,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Female,heterosexual (straight),New York,1 (just me!),1 (just me!),5 - 10 times per month,No,I stopped in the recent past,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes
R_3rZHdmB75jSgwhr,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Georgia,1 (just me!),2,5 - 10 times per month,No,No,Yes,No,No,,No,No,I don't know,I don't know,Yes
R_1BPo7cRkGaVw2zj,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),North Carolina,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,Became pregnant,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,No
R_1rxh8W9RfDR9wu7,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),Tennessee,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,Became pregnant,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,I don't know
R_1JK328FVWElecfL,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Ohio,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,I don't know
R_3qe2tDpGxexEAso,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Georgia,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes
R_269iV9HutDzCzVT,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Minnesota,1 (just me!),2,More than 10 times per month,No,No,No,No,No,,No,No,No,No,Yes
R_OPfbKZtf2Azgit3,25 - 34 years,No,Black or African American,Prefer not to say,"$50,000 - $74,999",Female,heterosexual (straight),Maryland,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,I don't know
R_1TvhpEMhVBwUasN,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Montana,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,No,No,No,No,No
R_1GVsIStj8gTkbIE,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),Minnesota,4+,1 (just me!),Less than 5 times per month,No,No,No,No,No,"Moved place of residence,Had a child",Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,No
R_3HUOVBSzChkQaNg,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Nevada,2,3,5 - 10 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes
R_3D7xJuXSy25PXbg,45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Male,heterosexual (straight),Ohio,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,Yes,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,I don't know
R_3L590ZURhTVpq3v,35 - 44 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,LGBTQ+,Indiana,1 (just me!),2,Less than 5 times per month,Yes,Yes,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes
R_11ZpeDj8UiavB9G,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Virginia,1 (just me!),1 (just me!),Less than 5 times per month,No,Yes,No,No,No,,No,No,No,No,No
R_9YPn7sq6F3UFSmZ,45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,heterosexual (straight),Oklahoma,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes
R_Xt4H8BJ1Vx7ws8h,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,heterosexual (straight),Wisconsin,2,1 (just me!),Less than 5 times per month,No,No,No,No,No,,I don't know,I don't know,I don't know,I don't know,I don't know
R_2ByxuAREdcxnaAy,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,Michigan,1 (just me!),1 (just me!),Less than 5 times per month,I stopped in the recent past,No,Yes,No,No,Moved place of residence,No,No,No,I don't know,Yes
R_2S3qeN5pcwmrE8f,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Maryland,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,"Lost a job ,Moved place of residence",Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes
R_2XbKIBwSCWm3wDJ,65 and older,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Nebraska,1 (just me!),2,5 - 10 times per month,No,Yes,No,No,No,,No,No,I don't know,I don't know,Yes
R_3dN6S4adN4KjQO1,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999",Male,heterosexual (straight),Illinois,2,4+,5 - 10 times per month,No,No,Yes,No,No,,I don't know,I don't know,No,No,Yes
R_3PgEykaYjWwXhvV,35 - 44 years,No,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999",Male,heterosexual (straight),New York,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes
R_XmJksWdlfM3NHJ7,18 - 24 years,No,Asian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Massachusetts,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_SE2qI33L0z1rw2J,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Washington,1 (just me!),2,5 - 10 times per month,No,No,Yes,No,No,,No,No,I don't know,No,No
R_SBiEJOUFyfjK5eF,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,LGBTQ+,Pennsylvania,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes
R_2rSCIIoYvdTDFXv,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Florida,1 (just me!),2,Less than 5 times per month,Yes,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,I don't know
R_1CjWIsByjtP0GxZ,65 and older,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),New Jersey,2,4+,5 - 10 times per month,No,No,Yes,No,No,,No,No,Yes,No,Yes
R_1F8mw2kq3LVfGAd,18 - 24 years,Yes,Other,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),California,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,Lost a job ,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes
R_3nAdXXqYg1JqHOf,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),Ohio,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,Yes,Yes,Yes,I don't know,Yes
R_25QKrjN09fkby9c,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Illinois,1 (just me!),3,Less than 5 times per month,No,No,No,Yes,No,,Yes,Yes if consumers get part of the profit,Yes,No,Yes
R_2wKoYcEoUBbzBLR,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),New York,1 (just me!),1 (just me!),Less than 5 times per month,Yes,Yes,Yes,No,No,,No,No,No,No,Yes
R_2rCkD0PXMmRJMLe,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),Wyoming,1 (just me!),2,Less than 5 times per month,Yes,Yes,No,Yes,No,Moved place of residence,No,No,No,No,I don't know
R_2eP9RaoDUn9qgIR,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Arizona,1 (just me!),2,Less than 5 times per month,Yes,Yes,Yes,No,No,,Yes,Yes,I don't know,No,Yes
R_1rNf6ssFroMth4I,35 - 44 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Male,heterosexual (straight),Indiana,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,No,No,No,No,Yes
R_2S0NrcvRufXExKs,25 - 34 years,No,White or Caucasian,Bachelor's degree,Prefer not to say,Female,LGBTQ+,California,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,No,No,No,No,No
R_2e8OR7pgD3uDTKa,45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999",Male,heterosexual (straight),New York,1 (just me!),1 (just me!),Less than 5 times per month,No,No,I stopped in the recent past,No,No,,Yes if I get part of the profit,No,I don't know,Yes,Yes
R_2dKGe5V8cM8t8Lh,25 - 34 years,No,Asian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,New York,2,4+,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,I don't know
R_31LAZHcaNHPvu3z,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),Arizona,2,3,Less than 5 times per month,Yes,No,Yes,No,No,Moved place of residence,No,No,No,No,No
R_3qrqbddZ7eR9KW8,35 - 44 years,No,"White or Caucasian,Black or African American,Asian,Native Hawaiian or Other Pacific Islander",Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Arizona,4+,4+,Less than 5 times per month,Yes,Yes,No,Yes,No,"Lost a job ,Moved place of residence",Yes if I get part of the profit,No,Yes,Yes,Yes
R_29cyBHR3PpqJiZf,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,LGBTQ+,Colorado,1 (just me!),1 (just me!),Less than 5 times per month,No,Yes,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes
R_2c7P0KnO3rHg32r,25 - 34 years,Yes,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),California,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,Lost a job ,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_24zVkexcmyl1DOJ,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),Michigan,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,No,,No,No,Yes,I don't know,Yes
R_AHYwmIeNLfy0vv3,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),New York,1 (just me!),3,5 - 10 times per month,No,No,No,No,No,Moved place of residence,No,No,No,Yes,Yes
R_277i50HinKYVoY9,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,LGBTQ+,Nevada,2,3,5 - 10 times per month,No,Yes,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes
R_Dql4qyXPogVmJPj,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Washington,1 (just me!),1 (just me!),Less than 5 times per month,No,No,I stopped in the recent past,Yes,No,,No,No,I don't know,I don't know,Yes
R_1zVJnDAfoFLamOd,45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Female,LGBTQ+,Texas,1 (just me!),3,5 - 10 times per month,No,No,Yes,No,No,Divorce,No,No,No,No,No
R_12bC3rUwQ2h1sz5,45 - 54 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,prefer not to say,Georgia,1 (just me!),2,Less than 5 times per month,Prefer not to say,Prefer not to say,Prefer not to say,Yes,No,,I don't know,Yes if consumers get part of the profit,I don't know,No,Yes
R_1rPQIXSf3d1wvFO,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Male,heterosexual (straight),Ohio,1 (just me!),1 (just me!),Less than 5 times per month,I stopped in the recent past,Yes,I stopped in the recent past,Yes,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,I don't know
R_3HjAciQyd2Gc4Gi,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),California,1 (just me!),1 (just me!),Less than 5 times per month,I stopped in the recent past,Yes,No,No,No,,No,No,No,No,No
R_2VwjXhJ5OznStEi,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),Illinois,2,4+,More than 10 times per month,No,Yes,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes
R_2YeJ7ZNQ5xBFmxw,65 and older,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,heterosexual (straight),Florida,1 (just me!),2,5 - 10 times per month,No,No,No,No,No,,No,No,No,No,I don't know
R_2ohMwJ89VMqWmQ1,18 - 24 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Indiana,1 (just me!),3,5 - 10 times per month,No,No,No,No,No,,Yes if I get part of the profit,No,No,No,Yes
R_3qxoVMOyOPBOOxq,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),Minnesota,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_1f1Myjt3mEazBt1,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),Ohio,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes
R_3rOK8HzVPg119X1,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Female,heterosexual (straight),South Carolina,2,3,Less than 5 times per month,No,No,No,Yes,No,,No,No,I don't know,I don't know,Yes
R_27EdXSyXrMPQDOm,25 - 34 years,Yes,Black or African American,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Florida,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes
R_2Pe4BqKB0X9aMTb,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Tennessee,1 (just me!),2,Less than 5 times per month,No,No,No,Yes,Yes,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,I don't know,Yes
R_XYsrPCXL5N6boad,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),Maryland,2,4+,More than 10 times per month,No,No,No,No,No,Became pregnant,No,I don't know,Yes,Yes,Yes
R_2TEGPne2Cu1LmmT,45 - 54 years,No,"White or Caucasian,Asian",Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),Indiana,2,3,5 - 10 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes
R_32LYdapPvjP8C3O,65 and older,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Kansas,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,No,No,Yes,I don't know,Yes
R_2YR2Yn7wGzAeAj0,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Kentucky,1 (just me!),2,More than 10 times per month,No,No,Yes,No,No,,No,No,No,No,I don't know
R_2QRMdwLStyElYoU,35 - 44 years,No,Other,Bachelor's degree,"$150,000 or more",Female,heterosexual (straight),California,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,I don't know,I don't know
R_AnuqOkh5OhACMo1,18 - 24 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Tennessee,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes
R_331IZVCzZJ6jtKT,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Texas,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Lost a job ,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes
R_Y4Y0rnYYDKTzxM5,25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),Maryland,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,,No,No,No,No,No
R_2cbwryA0rLvLjnL,25 - 34 years,Yes,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,LGBTQ+,California,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,"Lost a job ,Divorce,Moved place of residence",Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,No
R_VPWGdK1zBBekfAJ,55 - 64 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),Illinois,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,,I don't know,No,No,No,I don't know
R_BYr5WwayMBf66SR,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,Tennessee,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,Yes,Yes
R_3ixUxNOUiEYD7KJ,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),Oklahoma,2,4+,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes
R_1LcBezsxrOCPoma,45 - 54 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Illinois,1 (just me!),1 (just me!),Less than 5 times per month,Yes,Yes,Yes,No,No,Divorce,No,No,I don't know,I don't know,I don't know
R_1GHRqNeLfZhykV2,45 - 54 years,No,Asian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),Utah,4+,4+,5 - 10 times per month,No,No,No,No,No,Moved place of residence,No,No,No,No,No
R_2uD38dVQrhXDq31,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),Connecticut,1 (just me!),2,Less than 5 times per month,No,No,No,Yes,No,,No,No,No,No,I don't know
R_WwVKVhGu4erKLWV,35 - 44 years,No,"White or Caucasian,American Indian/Native American or Alaska Native,Other",Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),South Carolina,4+,4+,5 - 10 times per month,No,No,No,Yes,No,Lost a job ,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,No
R_2t3tRCYPYTn4xQe,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,LGBTQ+,Indiana,2,2,Less than 5 times per month,Yes,Yes,Yes,No,No,"Lost a job ,Moved place of residence",Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,I don't know
R_3n2bkmbpmkU4gYf,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Kansas,1 (just me!),2,Less than 5 times per month,No,No,Yes,Yes,No,"Became pregnant,Had a child",No,No,No,No,Yes
R_1dt2pwnEJkg5a7A,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),Washington,1 (just me!),3,Less than 5 times per month,No,I stopped in the recent past,No,No,No,,Yes,No,No,No,Yes
R_27PZcbYfPDhwHcL,18 - 24 years,No,Asian,Bachelor's degree,"Less than $25,000",Female,LGBTQ+,Oklahoma,1 (just me!),1 (just me!),Less than 5 times per month,No,Yes,No,No,No,,No,No,Yes,I don't know,Yes
R_3poqSV84VKnEmrS,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),New Jersey,2,4+,Less than 5 times per month,No,No,Yes,No,No,,No,No,No,No,I don't know
R_eyPaNpEViezNJZv,25 - 34 years,No,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,heterosexual (straight),Missouri,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,No,No,Yes,Yes
R_1CdSxzYzFm2SGuB,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Kentucky,1 (just me!),4+,Less than 5 times per month,Yes,No,No,No,No,Lost a job ,No,No,No,No,Yes
R_1H2GHIU38Oascte,35 - 44 years,No,Black or African American,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),North Carolina,1 (just me!),2,Less than 5 times per month,No,No,No,Yes,Yes,,No,No,No,I don't know,Yes
R_20UOk2sYH5wzAuK,25 - 34 years,No,American Indian/Native American or Alaska Native,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),North Carolina,1 (just me!),3,Less than 5 times per month,Yes,Yes,Yes,No,No,"Lost a job ,Moved place of residence",Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
